prefix,first_name,last_name,gender,phone_number,email,vehicle_description,vehicle_brand,manufacturing_year,model_name,vehicle_type,vehicle_condition,transmission_type,engine_capacity,drive_type,fuel_type,fuel_consumption,kilometres_driven,vehicle_colour,secondary_address,building_number,street_name,street_suffix,location,engine_cylinders,body_type,doors,seats,price
,Mx.,Matthew,u,(08) 3807 9208,hallbrett@example.net,2015 Toyota Hilux SR HI-Rider,Toyota,2015.0,Hilux,Ute / Tray,USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,8.1 L / 100 km,217213,White / Black,70/,9,Gilmore Laneway,Part,"Welshpool, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,25900
Ms.,Donna,Tucker,f,+61 491 921 772,patrick91@example.net,2015 LDV V80 LWB High,LDV,2015.0,V80,Commercial,USED,Manual,"4 cyl, 2.5 L",Front,Diesel,8.9 L / 100 km,307894,White / Black,Flat 27 ,97,Courtney Crest,Roadside,"Minchinbury, NSW",4 cyl,Commercial, 4 Doors, 3 Seats,14995
Mrs.,Karen,Tran,f,+61.404.283.783,george05@example.net,2004 Mini Cooper,Mini,2004.0,Cooper,Hatchback,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,7.7 L / 100 km,190380,Gold / Black Leather,Apt. 559 ,0,Miller Block,Follow,"Minchinbury, NSW",4 cyl,Hatchback, 2 Doors, 4 Seats,9995
Dr.,Vusumuzi,Gambu,f,(07).3335.4139,wilsonjames@example.com,2013 BMW 5 Series 28i,BMW,2013.0,5,USED Dealer ad,USED,Automatic,-,Other,-,-,120950,Grey / -,Suite 489 ,2,John Mews,Boulevard,"Blacktown, NSW",-,,,,24990
Mr.,Gregory,Stuart,m,1012-4647,jmckinney@example.org,2013 Nissan Pathfinder R52 ST Wagon 7st 5dr X-tronic 1sp 4WD 3.5i,Nissan,2013.0,Pathfinder,Automobile Gallery,USED,Automatic,-,Other,Unleaded,-,113983,Blue / -,Unit 45 ,56,Sanchez Lane,Roadway,"Granville, NSW",-,Wagon,,,18990
Dr.,Derek,Sweeney,m,(02).7648.8255,nelsonmindy@example.net,2014 Mercedes-Benz GL63 AMG,Mercedes-Benz,2014.0,GL63,SUV,USED,Automatic,"8 cyl, 5.5 L",AWD,Premium,12.3 L / 100 km,107800,Silver / -,Suite 050 ,58,Wendy Courtyard,Cutting,"Thomastown, VIC",8 cyl,SUV, 4 Doors, 7 Seats,62990
Miss,Mrs.,April,f,+61.8.1700.0094,geoffreyallen@example.net,2007 Ford Falcon XT,Ford,2007.0,Falcon,Sedan,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,10.9 L / 100 km,229860,Grey / -,01/,90,Taylor Common,Deviation,"Minchinbury, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,5990
Mrs.,Lori,Sims,f,+61880429659,scott23@example.org,2012 Hyundai Accent Active Crdi,Hyundai,2012.0,Accent,Hatchback,USED,Automatic,"4 cyl, 1.6 L",Front,Diesel,5.6 L / 100 km,162000,Silver / -,324/,1,Harrell Point,Rue,"Acacia Ridge, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,9995
Mrs.,Kylie,Warren,f,0831872274,vasquezjeremy@example.org,2014 Mercedes-Benz Sprinter 416CDI Low Roof MWB 7G-Tronic,Mercedes-Benz,2014.0,Sprinter,Cars Of Melbourne,USED,Automatic,-,Rear,Diesel,-,171387,White / -,9/,43,Kemp Gap,Break,"Coburg North, VIC",-,Commercial,,,38990
,Gloria,Reyes,u,(03).4291.2621,caseybowers@example.com,2014 Ford Focus Trend,Ford,2014.0,Focus,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.6 L / 100 km,121000,Grey / -,Suite 649 ,7,Brown Dell,Link,"Archerfield, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,14999
Mr.,René,Lucas,m,+61-8-3198-4945,bmiller@example.com,2013 Renault Megane GT-Line,Renault,2013.0,Megane,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Premium,7.8 L / 100 km,81600,Black / -,Apt. 266 ,47,Sawyer Grove,Villas,"Moorabbin, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,14990
Mr.,Brandon,Rosales,m,0728785956,barrontonya@example.net,2016 Volkswagen Amarok TDI420 Trendline (4X4),Volkswagen,2016.0,Amarok,Ute / Tray,USED,Automatic,"4 cyl, 2 L",4WD,Diesel,8.3 L / 100 km,227252,Red / -,94/,984,Michael Strip,State Highway,"Campbelltown, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,20990
Dr.,Yaneth,Mosquera,f,08.4197.7158,herreraricky@example.net,2006 Holden Commodore,Holden,2006.0,Commodore,Ute / Tray,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,11 L / 100 km,214000,Silver / Black,Flat 57 ,828,Turner Range,Roadway,"Wangara, WA",6 cyl,Ute / Tray, 2 Doors, 2 Seats,8990
Dr.,Kristin,Middleton,f,(02)-8677-1039,kjones@example.com,2008 Nissan Patrol DX (4X4),Nissan,2008.0,Patrol,Ute / Tray,USED,Manual,"4 cyl, 3 L",4WD,Diesel,12.5 L / 100 km,262018,White / -,Apt. 576 ,92,Tyler Anchorage,Ridge,"Slacks Creek, QLD",4 cyl,Ute / Tray, 2 Doors, 3 Seats,22999
Mr.,Jeffrey,Campbell,m,+61.3.2618.2103,chasethomas@example.org,2016 Mercedes-Benz GLE63 S,Mercedes-Benz,2016.0,GLE63,SUV,USED,Automatic,"8 cyl, 5.5 L",AWD,Premium,11.8 L / 100 km,95795,Silver / -,907/,662,Danielle Path,Way,"Port Macquarie, NSW",8 cyl,SUV, 4 Doors, 5 Seats,87990
Mr.,Philip,Dunn,m,6332-2253,lambertnathaniel@example.org,2016 Volkswagen Amarok TDI400 Core Edition (4X4),Volkswagen,2016.0,Amarok,Ute / Tray,USED,Manual,"4 cyl, 2 L",4WD,Diesel,7.9 L / 100 km,145488,White / -,Suite 754 ,9,Patrick Tor,Garden,"Fyshwick, ACT",4 cyl,Ute / Tray, 4 Doors, 5 Seats,26599
Mr.,Michael,Morrow,m,0384-1714,watkinserica@example.org,1996 Ford Fairmont Ghia,Ford,1996.0,Fairmont,Sedan,USED,Automatic,"8 cyl, 4.9 L",Rear,Unleaded,14.5 L / 100 km,432939,White / Beige Leather,4/,80,Jessica Front,Piazza,"Minchinbury, NSW",8 cyl,Sedan, 4 Doors, 5 Seats,7995
,Susan,Hendrix,u,+61 402 180 493,xevans@example.org,2011 Volkswagen Golf 103 TDI Comfortline,Volkswagen,2011.0,Golf,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Diesel,5.6 L / 100 km,222238,Red / -,Apt. 610 ,850,Dennis Quadrangle,Beach,"Moorabbin, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,13750
,Michael,Hensley,u,+61 406 748 802,susanlester@example.com,2004 Holden Rodeo LT,Holden,2004.0,Rodeo,Ute / Tray,USED,Manual,"6 cyl, 3.5 L",Rear,Unleaded,0 L / 100 km,273980,Gold / Grey,62/,93,Edgar Estate,Glen,"West Footscray, VIC",6 cyl,Ute / Tray, 4 Doors, 5 Seats,9499
Mr.,Adam,Anderson,m,03 1309 8995,nataliegarcia@example.org,2014 Mazda BT-50 XT (4X2),Mazda,2014.0,BT-50,Ute / Tray,USED,Automatic,"5 cyl, 3.2 L",Rear,Diesel,8.9 L / 100 km,182104,Silver / Black,290/,14,Williams End,Amble,"East Maitland, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,23986
,Lakshit,Devi,u,0385731332,bradleywilliams@example.net,2013 Mercedes-Benz Vito 113CDI LWB,Mercedes-Benz,2013.0,Vito,Commercial,USED,Automatic,"4 cyl, 2.1 L",Rear,Diesel,8.2 L / 100 km,247934,White / -,6/,32,Jenna Bend,Range,"Garbutt, QLD",4 cyl,Commercial, 4 Doors, 2 Seats,18999
Mr.,Jeremy,Mitchell,m,0414-091-024,melissa65@example.com,2003 Toyota Camry Altise,Toyota,2003.0,Camry,Sedan,USED,Automatic,"6 cyl, 3 L",Front,Unleaded,10.5 L / 100 km,172019,Silver / -,9/,579,Ronald Formation,Green,"Minto, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,5950
,Jeffrey,Cohen,u,(07)52943778,hwhite@example.net,2007 Dodge Nitro SXT,Dodge,2007.0,Nitro,SUV,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.4 L / 100 km,178927,Silver / Grey,Level 9 ,224,Melissa Cutting,Reserve,"Tuggerah, NSW",4 cyl,SUV, 4 Doors, 5 Seats,13990
Mr.,Jack,Hayes,m,+61-8-3290-3973,peggyking@example.org,2003 Nissan Patrol ST (4X4),Nissan,2003.0,Patrol,SUV,USED,Manual,"4 cyl, 3 L",4WD,Diesel,0 L / 100 km,284253,Grey / Grey,Level 4 ,5,Gomez Intersection,Access,"Wangara, WA",4 cyl,SUV, 4 Doors, 7 Seats,15990
Mr.,David,Li,m,08.9323.1738,nmurphy@example.org,2010 Mitsubishi Outlander LS,Mitsubishi,2010.0,Outlander,SUV,USED,Manual,"4 cyl, 2.4 L",4WD,Unleaded,9.5 L / 100 km,252000,Black / -,791/,2,Cory Quays,Range,"Archerfield, QLD",4 cyl,SUV, 4 Doors, 5 Seats,8500
Miss,Maria,Jones,f,+61.465.761.565,davisbrad@example.com,2015 Toyota Corolla Ascent Sport,Toyota,2015.0,Corolla,Hatchback,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,7.1 L / 100 km,97000,White / Cloth,Unit 93 ,620,Smith Mall,Track,"Blacktown, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,18990
,Julie,Faulkner,u,0489-782-658,craig48@example.com,2012 Toyota Kluger Grande (4X4),Toyota,2012.0,Kluger,SUV,USED,Automatic,"6 cyl, 3.5 L",4WD,Unleaded,11.6 L / 100 km,89672,Grey / Black,Unit 01 ,6,Burgess Right Of Way,Line,"Minchinbury, NSW",6 cyl,SUV, 4 Doors, 7 Seats,31990
Dr.,Brian,Clark,m,2065-7286,sandersshane@example.org,1998 Toyota Other,Toyota,1998.0,Other,Australian Motor Traders,USED,Manual,-,Rear,Premium,-,158001,Gold / -,Suite 020 ,9,Linda Bend,Brow,"Haberfield, NSW",-,Sedan, 5 Seats,,59990
,Victoria,Howard,u,67528817,meagan03@example.org,2017 Hyundai I30 Active,Hyundai,2017.0,I30,Hatchback,USED,Automatic,"4 cyl, 1.6 L",Front,Diesel,4.7 L / 100 km,65737,White / -,Suite 127 ,2,Daniel Gully,Viaduct,"Moorebank, NSW",4 cyl,Hatchback, 4 Doors, 5 Seats,23990
,Angela,Barnes,u,0415.881.856,sean73@example.com,2017 Ford Ranger XLT 3.2 (4X4),Ford,2017.0,Ranger,Ute / Tray,USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,159988,Blue / Black,5/,270,Nicole Bridge,Trunkway,"Moorabbin, VIC",5 cyl,Ute / Tray, 4 Doors, 5 Seats,44990
Dr.,Charles,Thompson,m,03-3607-7108,walkerrussell@example.org,2008 Mazda CX-7 ER Series 1 Classic Wagon 5dr Spts Auto 6sp 4WD 2.3T,Mazda,2008.0,CX-7,Midland Car Yard,USED,Automatic,-,Other,Unleaded,-,207251,Red / -,50/,586,Lori Circus,Ramp,"Midland, WA",-,Wagon,,,10999
,Jasmine,Prince,u,02-2125-4090,joshua55@example.net,2005 Toyota Echo,Toyota,2005.0,Echo,Hatchback,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,6.7 L / 100 km,80923,Silver / -,308/,59,Blankenship Right Of Way,Estate,"Rocklea, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,8999
Dr.,Catherine,Walls,f,0431-6031,westthomas@example.net,2004 Ford Falcon XL Super Cab,Ford,2004.0,Falcon,Hoppers Crossing Motor Garage,USED,Automatic,-,Rear,Unleaded,-,291472,- / -,Unit 19 ,833,Kristine Slope,Formation,"Hoppers Crossing, VIC",-,Ute / Tray,,,6999
Mr.,Billy,Carlson,m,(08).3374.2252,hvazquez@example.org,2014 Toyota Camry Atara S,Toyota,2014.0,Camry,Sedan,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.8 L / 100 km,213913,Brown / -,3/,52,Levy Formation,Mews,"Deer Park, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,15999
Mr.,Nokulunga,Mkhithi,m,(03).6729.8036,jessica48@example.com,2015 Nissan Navara ST (4X2),Nissan,2015.0,Navara,Ute / Tray,USED,Manual,"4 cyl, 2.3 L",Rear,Diesel,6.3 L / 100 km,116755,Grey / -,5/,59,Joseph Vale,Meander,"North Hobart, TAS",4 cyl,Ute / Tray, 4 Doors, 5 Seats,26990
Mr.,Maurice,Buchanan,m,+61-3-8455-9056,rnewton@example.net,2017 Kia Carnival Platinum,Kia,2017.0,Carnival,Berwick Toyota,USED,Automatic,-,Front,Diesel,-,60148,Silver / -,Apt. 909 ,1,King Artery,Cruiseway,"Narre Warren, VIC",-,Wagon,,,48990
,John,Richards-Forbes,u,1753 9733,craig47@example.net,2010 Toyota Kluger GSU40R KX-R Wagon 4dr Spts Auto 5sp 3.5i (FWD),Toyota,2010.0,Kluger,Midland Car Yard,USED,Automatic,-,Front,Unleaded,-,340828,White / -,Level 6 ,303,Stephanie Walkway,Track,"Midland, WA",-,Wagon,,,12999
Dr.,Adah,Wagle,m,0491.352.202,nhernandez@example.com,2017 Isuzu D-MAX SX HI-Ride (4X2),Isuzu,2017.0,D-MAX,Ute / Tray,USED,Automatic,"4 cyl, 3 L",Rear,Diesel,7.5 L / 100 km,186951,White / -,Unit 77 ,599,Deborah Track,Stairs,"Granville, NSW",4 cyl,Ute / Tray, 2 Doors, 2 Seats,23999
Mrs.,Wendy,Schmidt,f,6222-1205,nicoleberg@example.com,2016 Ford Ranger XL 3.2 (4X4),Ford,2016.0,Ranger,Ute / Tray,USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.8 L / 100 km,105507,White / -,Suite 186 ,669,Clark Bend,Mews,"Boolaroo, NSW",5 cyl,Ute / Tray, 4 Doors, 5 Seats,32800
Mrs.,Amber,Williams,f,(02)-8961-6311,martin98@example.org,2017 BMW X3 Xdrive 30I,BMW,2017.0,X3,SUV,USED,Automatic,"4 cyl, 2 L",4WD,Premium,7.6 L / 100 km,55396,Silver / -,2/,620,Brandon Circuit,Parkway,"Capalaba, QLD",4 cyl,SUV, 4 Doors, 5 Seats,48888
Dr.,Megan,Johnson,f,0762830182,ashleyruiz@example.net,2017 Hyundai Tucson Highlander (awd),Hyundai,2017.0,Tucson,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.8 L / 100 km,97295,White / -,Flat 68 ,0,Jessica Crossway,Parade,"Wollongong, NSW",4 cyl,SUV, 4 Doors, 5 Seats,31990
Mrs.,Alison,Hayes,f,03-7426-3176,ujohnson@example.org,2015 Porsche Boxster,Porsche,2015.0,Boxster,Convertible,USED,Automatic,"6 cyl, 2.7 L",Rear,Premium,7.7 L / 100 km,74515,White / Black,75/,34,Sherman Front,Port,"Vermont, VIC",6 cyl,Convertible, 2 Doors, 2 Seats,89990
Mr.,Isaac,Mckay,m,+61.3.4936.6311,lindseycross@example.org,2016 Hyundai Tucson Highlander (awd),Hyundai,2016.0,Tucson,SUV,USED,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,7.7 L / 100 km,83289,Red / -,7/,672,Williams Freeway,Grange,"Elsternwick, VIC",4 cyl,SUV, 4 Doors, 5 Seats,29990
,Phenphitcha,Neerachapong,u,6727 8742,colleen41@example.net,2015 BMW X3 Xdrive 20I,BMW,2015.0,X3,SUV,USED,Automatic,"4 cyl, 2 L",4WD,Premium,7.3 L / 100 km,74396,Black / Leather Nevada Black,Level 7 ,1,Oconnor Ronde,Line,"Zetland, NSW",4 cyl,SUV, 4 Doors, 5 Seats,32880
Dr.,Christopher,Wheeler,m,+61.8.7075.4611,rachelschaefer@example.net,2012 Honda CR-V VTI-L (4X4),Honda,2012.0,CR-V,SUV,USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,8.7 L / 100 km,62225,Brown / -,Apt. 100 ,47,Norton Amble,Promenade,"Alexandria, NSW",4 cyl,SUV, 4 Doors, 5 Seats,21990
Mrs.,Anita,Cuevas,f,+61.452.649.549,abrown@example.com,2014 Volvo XC60 T5 Kinetic,Volvo,2014.0,XC60,SUV,USED,Automatic,"4 cyl, 2 L",Front,Premium,7 L / 100 km,92285,White / -,Flat 81 ,3,Heather Trail,Roadside,"Artarmon, NSW",4 cyl,SUV, 4 Doors, 5 Seats,23989
Dr.,Jerry,Chandler,m,0422-475-839,otaylor@example.org,2017 Toyota Camry Altise Hybrid,Toyota,2017.0,Camry,Sedan,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,5.2 L / 100 km,73987,White / -,253/,3,Baker Strand,Cruiseway,"Alexandria, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,29990
,James,Porter,u,+61-409-260-952,omitchell@example.net,2013 Toyota Camry Atara S,Toyota,2013.0,Camry,Sedan,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.8 L / 100 km,89140,Grey / Black,15/,42,Velez Front,Trailer,"Five Dock, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,17900
Mrs.,Alexis,Church,f,+61-8-7960-1071,tiffanyhayden@example.org,2017 Toyota Hilux Workmate (4X4),Toyota,2017.0,Hilux,Ute / Tray,USED,Manual,"4 cyl, 2.4 L",4WD,Diesel,7.7 L / 100 km,68666,Blue / Black,Apt. 586 ,4,Coleman Motorway,Walk,"Robina, QLD",4 cyl,Ute / Tray, 2 Doors, 2 Seats,39900
Mrs.,Danielle,Rodriguez,f,+61 471 095 953,mmarshall@example.com,2004 Toyota Landcruiser (4X4),Toyota,2004.0,Landcruiser,Ute / Tray,USED,Manual,"6 cyl, 4.2 L",4WD,Diesel,0 L / 100 km,342898,White / -,Apt. 720 ,899,Amanda Hill,Quays,"Mudgeeraba, QLD",6 cyl,Ute / Tray, 2 Doors, 3 Seats,44990
Mr.,Geoffrey,Fisher,m,+61.471.242.241,cevans@example.org,2013 Jeep Grand Cherokee Laredo (4X2),Jeep,2013.0,Grand,SUV,USED,Automatic,"6 cyl, 3.6 L",Rear,Premium,10.1 L / 100 km,69001,Grey / Black,Level 2 ,691,Brown Retreat,Follow,"Artarmon, NSW",6 cyl,SUV, 4 Doors, 5 Seats,24990
Dr.,Beth,Colon,f,2787-4915,luis66@example.com,1999 Nissan Patrol ST (4X4),Nissan,1999.0,Patrol,SUV,USED,Manual,"6 cyl, 2.8 L",4WD,Diesel,0 L / 100 km,274098,Gold / -,99/,39,Susan Block,Service Way,"Osborne Park, WA",6 cyl,SUV, 4 Doors, 7 Seats,13990
Ms.,Alisha,Jackson,f,0622-3414,brian15@example.org,2016 Toyota HiAce DX DX,Toyota,2016.0,HiAce,National Vehicles,USED,Automatic,-,Other,Diesel,-,72000,White / -,Unit 42 ,85,Baker Ramp,Motorway,"Braeside, VIC",-,Commercial,,,31888
Mr.,Parker,Thompson,m,+61364980841,millerpatricia@example.net,2014 Honda Fit Shuttle Hybrid,Honda,2014.0,Fit,Sydney City Traders,USED,Automatic,-,Other,-,-,97850,Silver / Black,Suite 396 ,4,Kendra Arcade,Amble,"Five Dock, NSW",-,Wagon,,,14995
Dr.,Leslie,Hill,f,0478 422 504,shawnrussell@example.org,2017 Toyota C-HR (2WD),Toyota,2017.0,C-HR,SUV,USED,Automatic,"4 cyl, 1.2 L",Front,Premium,6.4 L / 100 km,41820,Red / Black,Level 4 ,704,Christopher Corner,Mall,"Port Macquarie, NSW",4 cyl,SUV, 4 Doors, 5 Seats,28990
,Jeffery,Perez,u,6577.6473,zhess@example.com,2016 Mitsubishi Pajero GLX LWB (4X4),Mitsubishi,2016.0,Pajero,SUV,USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,119446,White / -,Unit 48 ,59,Lee Access,Parade,"Cardiff, NSW",4 cyl,SUV, 4 Doors, 7 Seats,34990
Mr.,Nicholas,Patterson,m,(08)25742951,duarteamy@example.org,2016 Toyota RAV4 GX (2WD),Toyota,2016.0,RAV4,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,137479,White / -,Suite 122 ,819,Cooper Meander,Intersection,"South Hurstville, NSW",4 cyl,SUV, 4 Doors, 5 Seats,25990
Mr.,Nathan,Schneider,m,+61.2.4073.7199,tarageorge@example.net,2012 Mazda CX-5 Grand Tourer (4X4),Mazda,2012.0,CX-5,SUV,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,5.7 L / 100 km,96705,Grey / Black,Suite 582 ,543,Vazquez Court,Wynd,"Minchinbury, NSW",4 cyl,SUV, 4 Doors, 5 Seats,20990
,Kim,Ó,u,(08)22326864,mtaylor@example.net,2013 Ford Ranger XL 2.2 (4X4),Ford,2013.0,Ranger,Ute / Tray,USED,Manual,"4 cyl, 2.2 L",4WD,Diesel,8.9 L / 100 km,87247,White / -,Unit 51 ,36,Collins Mew,Square,"Toowoomba, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,29995
Mr.,Vincent,Franklin,m,+61 424 842 483,robersonkimberly@example.com,2014 Mitsubishi Triton GLX (4X4),Mitsubishi,2014.0,Triton,Ute / Tray,USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,8.1 L / 100 km,260000,- / -,Flat 90 ,32,David Arcade,Trail,"Hoppers Crossing, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,17999
Mrs.,Robin,Collins,f,(03).6597.1849,iyoung@example.net,2014 Holden Captiva 7 LS (fwd),Holden,2014.0,Captiva,SUV,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9 L / 100 km,166442,Red / Black,Flat 71 ,56,Zavala Walkway,Expressway,"Edgeworth, NSW",4 cyl,SUV, 4 Doors, 7 Seats,12999
Mr.,Yasmin,Dugar,m,(08)18057592,heatherromero@example.net,2006 Kia K2700,Kia,2006.0,K2700,Commercial,USED,Manual,"4 cyl, 2.7 L",Rear,Diesel,9.3 L / 100 km,378604,White / Grey  Cloth,52/,3,Dodson Walk,Avenue,"Campbellfield, VIC",4 cyl,Commercial, 2 Doors, 3 Seats,7999
Mrs.,Wendy,Dalton,f,+61 490 484 997,patrickhunt@example.org,2011 Toyota Hilux SR,Toyota,2011.0,Hilux,Ute / Tray,USED,Manual,"4 cyl, 3 L",Rear,Diesel,8.1 L / 100 km,181803,White / Grey,7/,127,Olson Courtyard,Courtyard,"Richmond, NSW",4 cyl,Ute / Tray, 2 Doors, 3 Seats,15990
,Christopher,Rush,u,0477-879-774,ahall@example.net,2014 Mitsubishi Lancer Ralliart,Mitsubishi,2014.0,Lancer,Sedan,USED,Automatic,"4 cyl, 2 L",AWD,Premium,9.6 L / 100 km,76148,Black / -,Level 8 ,8,Amber Ride,Retreat,"Liverpool, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,33950
,Laura,Montgomery,u,0495 654 826,keithcox@example.net,2010 Holden Commodore SS-V,Holden,2010.0,Commodore,Ute / Tray,USED,Manual,"8 cyl, 6 L",Rear,Unleaded,14 L / 100 km,105397,Yellow / -,Apt. 242 ,137,Dana River,Heights,"South Tamworth, NSW",8 cyl,Ute / Tray, 2 Doors, 2 Seats,36990
Mr.,Randall,Johnson,m,+61.401.756.446,tanya67@example.com,2017 Jaguar F-Pace 20D R-Sport,Jaguar,2017.0,F-Pace,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.3 L / 100 km,131983,White / -,Apt. 388 ,736,Reilly Point,Gully,"Minchinbury, NSW",4 cyl,SUV, 4 Doors, 5 Seats,38995
Mrs.,Kristin,Hayes,f,0447.742.771,calvinchambers@example.com,2015 Subaru XV 2.0I Sunshine SE,Subaru,2015.0,XV,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7.1 L / 100 km,38455,Yellow / Black,6/,754,Ramos Footway,Crossing,"Mile End, SA",4 cyl,SUV, 4 Doors, 5 Seats,24989
Dr.,Amanda,Glenn,f,07.9689.3627,erinlynch@example.org,2014 Volkswagen Transporter TDI 340 Crewvan LWB,Volkswagen,2014.0,Transporter,Commercial,USED,Automatic,"4 cyl, 2 L",Front,Diesel,8.1 L / 100 km,213898,White / -,272/,20,Crystal Rotary,Service Way,"Thornleigh, NSW",4 cyl,Commercial, 2 Doors, 5 Seats,29990
,Brett,Patel,u,(02).3224.4721,ucross@example.com,2016 BMW M240I Sport Line,BMW,2016.0,M240I,Coupe,USED,Automatic,"6 cyl, 3 L",Rear,Premium,7.1 L / 100 km,117614,White / Red,Unit 57 ,39,James Viaduct,Footway,"Pinkenba, QLD",6 cyl,Coupe, 2 Doors, 4 Seats,38990
,Stephen,Long,u,3302.7064,changjohn@example.net,2017 Nissan Navara ST (4X2),Nissan,2017.0,Navara,Ute / Tray,USED,Automatic,"4 cyl, 2.3 L",Rear,Diesel,6.8 L / 100 km,266100,White / Grey,Flat 68 ,484,Solis Turn,Ride,"Ferntree Gully, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,23490
,Jayesh,Ravel,u,08693442,conleybonnie@example.com,2007 Nissan X-Trail ST (4x4),Nissan,2007.0,X-Trail,Oz Autos,USED,Automatic,-,Other,Unleaded,-,211297,Grey / -,Suite 845 ,974,Linda Cul-de-sac,Rosebowl,"Granville, NSW",-,Wagon,,,9990
Mr.,Stephen,Brown,m,+61.7.7993.1055,jasongonzalez@example.com,2007 Nissan Patrol ST (4X4),Nissan,2007.0,Patrol,SUV,USED,Automatic,"4 cyl, 3 L",4WD,Diesel,10.9 L / 100 km,350000,White / Black,Apt. 160 ,445,Walter Quays,Highway,"Southport, QLD",4 cyl,SUV, 4 Doors, 7 Seats,25987
,Veronica,Gonzales,u,02 2684 5952,wjohnson@example.com,2009 Holden Captiva LX (4X4),Holden,2009.0,Captiva,SUV,USED,Automatic,"4 cyl, 2 L",4WD,Diesel,8.7 L / 100 km,254988,Silver / -,Flat 08 ,5,Sheryl Mews,Glen,"Minto, NSW",4 cyl,SUV, 4 Doors, 7 Seats,6750
Mr.,Charles,Hill,m,48150071,downsnicole@example.org,2017 Suzuki Swift Sport,Suzuki,2017.0,Swift,Alto Volkswagen Used Cars,USED,Automatic,-,Front,Premium,-,55794,Yellow / Black,0/,19,Diane Street,Bend,"Blacktown, NSW",-,Hatchback,,,26280
Ms.,Alexis,Ferrell,f,(08)74493975,kellybrian@example.com,2016 Mazda CX-3 S Touring Safety (fwd),Mazda,2016.0,CX-3,SUV,USED,Manual,"4 cyl, 2 L",Front,Unleaded,6.3 L / 100 km,82395,Blue / Black,Flat 13 ,35,Kyle Reach,End,"Tuggerah, NSW",4 cyl,SUV, 4 Doors, 5 Seats,22990
Mr.,Harold,Key,m,(08)-8009-4448,bparker@example.com,2016 Toyota RAV4 GX (4X4),Toyota,2016.0,RAV4,SUV,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.5 L / 100 km,100488,White / Grey,10/,4,Flowers Freeway,Corso,"Kurri Kurri, NSW",4 cyl,SUV, 4 Doors, 5 Seats,20999
Mr.,David,Jones,m,02.2166.6726,rebecca97@example.com,2012 Nissan X-Trail ST (4X4),Nissan,2012.0,X-Trail,SUV,USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,9.1 L / 100 km,140519,Grey / Black,Suite 636 ,0,Franklin Circlet,Spur,"Bairnsdale, VIC",4 cyl,SUV, 4 Doors, 5 Seats,14990
